name,size_bytes,currency,price,review_count,rating,content_rating,primary_genre
"Documents 6 - File manager, PDF reader and browser",107259904,USD,0,29110,4.5,17+,Productivity
The World Factbook for iPad,73224192,USD,1.99,273,3.5,4+,Reference
Photo Transfer App - Easy backup of photos+videos,45182976,USD,0,15654,4.5,4+,Photo & Video
TwitCasting Viewer - Watch Live Video & Radio,16292864,USD,0,189,2.5,12+,Entertainment
Ski Tracks,24851456,USD,0.99,829,4.5,4+,Navigation
The Photographer's Ephemeris,58463232,USD,8.99,663,5,4+,Photo & Video
▻Sudoku,71002112,USD,0,359832,4.5,4+,Games
"StubHub - Tickets to Sports, Concerts and Theatre",112609280,USD,0,9011,3.5,4+,Entertainment
"Runtastic PRO Running, Jogging and Fitness Tracker",149536768,USD,4.99,17667,4.5,4+,Health & Fitness
OverDrive – Library eBooks and Audiobooks,39844864,USD,0,65450,4,4+,Book
Hotels & Vacation Rentals by Booking.com,105609216,USD,0,31261,4.5,4+,Travel
The Impossible Game,14160896,USD,0.99,9885,4,4+,Games
PrankDial - #1 Prank Call App,112515072,USD,0,11091,3,4+,Entertainment
Fox News,64705536,USD,0,132703,4,4+,News
Live Cams - HD,37161984,USD,4.99,286,2.5,4+,Travel
QR Reader for iPhone,54776832,USD,0,12683,4,12+,Utilities
Uber,283852800,USD,0,49466,3,4+,Travel
WEB.DE Mail,101923840,USD,0,168,4,4+,Productivity
iBunkoHD,40479744,USD,6.99,114,4,17+,Book
Hurricane Tracker For iPad,10612736,USD,2.99,2798,4.5,4+,Weather
"6play, TV en direct et en replay",94592000,USD,0,62,3.5,4+,Entertainment
AudioNote - Notepad and Voice Recorder,33213440,USD,9.99,1756,4,4+,Business
Breathing Zone: Guided Breathing for Mindfulness,37140480,USD,3.99,511,4.5,4+,Health & Fitness
My Virtual Girlfriend - Deluxe Dating Sim,144180224,USD,0.99,2609,3.5,17+,Games
Fake-A-Location Free ™,7689537,USD,0,354,1.5,4+,Social Networking
QQ 浏览器-搜新闻、选小说漫画、看视频,119812096,USD,0,1750,3.5,17+,Utilities
Math Ninja HD,25137152,USD,1.99,1121,4.5,9+,Games
Résultats Foot en Direct,65074176,USD,0,339,4.5,4+,Sports
Chase Mobile,34950144,USD,0,34322,4.5,4+,Finance
Captio - Email yourself with 1 tap,19054592,USD,1.99,162,4.5,4+,Productivity
My Vodafone,83575808,USD,0,8,3,4+,Utilities
Math Bingo,14602240,USD,2.99,4386,4.5,4+,Education
▻Sudoku +,61595648,USD,4.99,5397,5,4+,Games
"Tango - Free Video Call, Voice and Chat",134848512,USD,0,75412,4.5,17+,Social Networking
MeetMe - Chat and Meet New People,133956608,USD,0,97072,4,17+,Social Networking
WebMD for iPad,17613824,USD,0,9142,3.5,12+,Health & Fitness
GeoBee Challenge HD by National Geographic,35975168,USD,1.99,1957,4.5,4+,Games
"OPlayer HD - video player, classic media streaming",127020032,USD,4.99,2944,4,17+,Entertainment
TouchRetouch,27962368,USD,1.99,588,4,4+,Photo & Video
Cat Physics,14824448,USD,1.99,40552,4.5,4+,Games
随手记（专业版）-好用的记账理财工具,83899392,USD,0.99,1267,4.5,4+,Finance
AnkiMobile Flashcards,19371008,USD,24.99,753,4,4+,Education
WeatherPro for iPad,59475968,USD,2.99,725,4,4+,Weather
Real英会話,80203776,USD,3.99,45,4.5,12+,Education
BATTLE BEARS -1,227403527,USD,0.99,14910,4,12+,Games
Crash Bandicoot Nitro Kart 2,75254654,USD,2.99,3064,3.5,9+,Games
WIRED Magazine,23879680,USD,0,12074,2.5,17+,News
Popplet,4893696,USD,4.99,336,4,4+,Productivity
Notes Plus,109620224,USD,9.99,6257,4,4+,Productivity
Color Splash for iPad,18752512,USD,1.99,2445,4.5,4+,Photo & Video
Robot Unicorn Attack,52117504,USD,0.99,22150,4,9+,Games
SimSimi,31358976,USD,0,23530,4,17+,Social Networking
Carcassonne,359192576,USD,9.99,10846,4.5,4+,Games
Apple Store,70782976,USD,0,55171,3.5,4+,Shopping
TED,84056064,USD,0,5782,3.5,12+,Education
Météo-France,124090368,USD,0,24,3.5,4+,Weather
Ma Banque,137866240,USD,0,17,3.5,4+,Finance
Doodle God™,121715712,USD,1.99,35759,4.5,12+,Games
Carnivores: Dinosaur Hunter Pro,304654336,USD,2.99,18306,4,12+,Games
Blackboard Mobile Learn™,51179520,USD,0,13567,2,4+,Education
"SEC Football Schedules, Scores & Radio",60380160,USD,1.99,240,3,4+,Sports
Hulu: Watch TV Shows & Stream the Latest Movies,99568640,USD,0,56170,2,12+,Entertainment
かなもじ,61272064,USD,3.99,19,4.5,4+,Education
恵方コンパス.,41207059,USD,0,0,0,4+,Navigation
360 Panorama,7954432,USD,1.99,10463,4.5,4+,Photo & Video
"Mega Millions & Powerball - lottery games in the US with winning number results, lotto jackpots and prize payouts",7876608,USD,0,1255,4.5,12+,Lifestyle
Cake Doodle,99558400,USD,0.99,5803,4,4+,Games
The Impossible Quiz! for iPad,16857290,USD,1.99,227,4,9+,Games
Boating USA,111196160,USD,9.99,342,3.5,4+,Navigation
Diptic,36705280,USD,2.99,7578,4.5,4+,Photo & Video
Family Feud™ HD,79312792,USD,6.99,1156,3.5,4+,Games
Edmodo,127939584,USD,0,7197,3.5,4+,Education
Auto Palmistry Premium,44349440,USD,2.99,5,3,4+,Entertainment
Drift Mania Championship,1178477568,USD,0.99,3432,3,4+,Games
「宅建士」過去問題《受験用》,24444928,USD,3.99,0,0,4+,Education
Osmos for iPad,41772032,USD,4.99,24306,4.5,4+,Games
携程旅行-酒店、机票、火车票预订助手,144488448,USD,0,312,3.5,17+,Travel
"Audible – audio books, original series & podcasts",81558528,USD,0,105274,4.5,4+,Book
Living Earth - Clock & Weather,169009152,USD,2.99,25475,4.5,4+,Utilities
Sushi Cat,62373888,USD,0.99,8718,4,4+,Games
Talking Tom Cat for iPad,75417600,USD,0,29492,3.5,4+,Entertainment
Let's create! Pottery HD,175157248,USD,4.99,12787,4.5,4+,Entertainment
Files HD Pro - File Manager & Web Browser,28118016,USD,4.99,2237,4,17+,Utilities
Army Fitness APFT Calculator,15759360,USD,0.99,108,4,4+,Utilities
Ringtones for iPhone & Ringtone Maker,109270016,USD,0,25403,4.5,12+,Music
Zoopla Property Search -UK Homes for Sale and Rent,59411456,USD,0,210,3.5,4+,Lifestyle
Vestiaire Collective - Pre-Owned Luxury Fashion,138755072,USD,0,169,4,4+,Shopping
Week Calendar,81845248,USD,1.99,7447,4.5,4+,Productivity
Stack the States®,132377600,USD,2.99,12833,4.5,4+,Education
Flashlight Ⓞ,42027008,USD,0,130450,5,4+,Utilities
ゲーム発展国＋＋,191410176,USD,4.99,6,4,4+,Games
Celebtwin: Celebrity Looks Like Lite,81773568,USD,0,1111,1.5,4+,Lifestyle
Onefootball - Soccer Scores & Live News,113814528,USD,0,3194,4.5,12+,Sports
SuperCam_Pro,27815936,USD,1.99,1399,2.5,4+,Business
カロリー管理（痩せるアプリ）,44402688,USD,3.99,10,4.5,17+,Health & Fitness
手机百度 - 百度一下你就得到,226406400,USD,0,1990,4.5,17+,Utilities
Sam's Club: Wholesale Shopping & Bulk Buy Deals,113119232,USD,0,8149,4,4+,Shopping
Splashtop Personal - Remote Desktop,55986176,USD,4.99,29376,4.5,4+,Business
eBay Kleinanzeigen - Free. Easy. Local.,63022080,USD,0,74,4.5,4+,Shopping
Viber Messenger – Text & Call,129657856,USD,0,164249,4.5,4+,Social Networking
Osmos,33989632,USD,2.99,14605,4.5,4+,Games
shopkick - Shopping Rewards & Discounts,74822656,USD,0,130823,4.5,4+,Shopping
Decide Now!,3462144,USD,0.99,486,4.5,4+,Entertainment
"Ringtone Designer Pro - Create Unlimited Ringtones, Text Tones, Email Alerts, and More!",3462266,USD,0.99,8946,4.5,4+,Music
The Secret of Grisly Manor,51794944,USD,0.99,1993,4,4+,Games
"Find My Family, Friends & iPhone - Life360 Locator",154507264,USD,0,43877,4.5,4+,Social Networking
Pocketbooth - the photo booth in your pocket,72586240,USD,0.99,2377,4.5,4+,Photo & Video
"乐视视频-白鹿原,欢乐颂,奔跑吧全网热播",184689664,USD,0,1590,4.5,17+,Entertainment
The Incident,19534848,USD,0.99,2070,4,4+,Games
ホットペッパービューティー/サロン予約,65892352,USD,0,9,4,4+,Lifestyle
Dictionary.com Dictionary & Thesaurus Premium,108836864,USD,3.99,11530,4.5,4+,Reference
Autohome-Find new＆Used Cars For Sale,89219072,USD,0,194,4,17+,Lifestyle
OPEN Forum,83138560,USD,0,200,3.5,4+,Business
Weibo HD,104387584,USD,0,16772,4.5,4+,Social Networking
Reckless Racing HD,77139968,USD,0.99,9,4,4+,Games
Bloons Super Monkey,28566528,USD,0.99,2113,3.5,4+,Games
Lotto Results - Mega Millions Powerball Lottery,7990272,USD,0,794,4,12+,News
IKEA Catalog,122979328,USD,0,8939,4,4+,Lifestyle
QQ安全中心,32918528,USD,0,308,3.5,17+,Utilities
Free IQ Test: Calculate your IQ,4034560,USD,0,5,2,4+,Education
Infinity Blade,624107810,USD,0.99,326482,5,12+,Games
淘宝 - 随时随地，想淘就淘,309673984,USD,0,3801,4,4+,Shopping
Virtual Regatta Offshore,123541504,USD,0,209,3.5,4+,Games
iSlash,27619328,USD,0.99,33868,4.5,4+,Games
Ugly Meter™,30441472,USD,0.99,13741,3.5,9+,Entertainment
"Muslim Pro: Ramadan 2017 Prayer Times, Azan, Quran",100551680,USD,0,18418,4.5,4+,Reference
Carbs & Cals - Diet & Diabetes,209295360,USD,4.99,21,1.5,4+,Health & Fitness
2XL Supercross HD,270729216,USD,4.99,1588,3.5,4+,Games
Fly Delta,140803072,USD,0,8094,3,4+,Travel
Google Authenticator,17235968,USD,0,1652,3,4+,Utilities
CamScanner +| PDF Document Scanner and OCR,98450432,USD,0.99,5482,4.5,4+,Productivity
Pocket Anatomy - Interactive 3D Human Anatomy and Physiology.,685733888,USD,13.99,611,4.5,12+,Medical
"Flashlight for iPhone , iPod and iPad",64041984,USD,0,26697,4.5,4+,Utilities
赶集网-工作生活啥都有！,106115072,USD,0,317,4,17+,Lifestyle
The Sims 3 Ambitions,444821504,USD,4.99,14202,3.5,12+,Games
Bookshelf,106445824,USD,0,2064,2.5,4+,Education
QQ同步助手-新机一键换机必备工具,72941568,USD,0,746,4.5,4+,Utilities
Der Feueralarm,30711808,USD,0.99,0,0,12+,Entertainment
POF - Best Dating App for Conversations,59248640,USD,0,52642,3.5,17+,Social Networking
NFL,131428352,USD,0,27317,2.5,4+,Sports
Vernier Video Physics,40472576,USD,4.99,76,4,4+,Education
Instagram,113954816,USD,0,2161558,4.5,12+,Photo & Video
"Due — Reminders, Countdown Timers",32130048,USD,4.99,2554,4.5,4+,Productivity
UFO on Tape,35359744,USD,0.99,1058,3.5,4+,Games
Catan HD,812010496,USD,1.99,10382,4,4+,Games
Polar Plunge ™,3700705,USD,0.99,1428,3.5,4+,Games
Sunday Ticket,92392448,USD,0,3134,2.5,4+,Entertainment
央视影音HD-海量央视内容高清直播,64325632,USD,0,596,2.5,4+,Entertainment
Neuroshima Hex,511094784,USD,4.99,4378,4.5,9+,Games
"Maps 3D PRO - GPS for Bike, Hike, Ski & Outdoor",25960448,USD,4.99,280,4,4+,Navigation
ArtRage,58826752,USD,4.99,1045,4,4+,Entertainment
Sleep Talk Recorder,25309184,USD,0,1110,4.5,17+,Utilities
Spider Solitaire by MobilityWare,39446528,USD,4.99,11154,4.5,4+,Games
iSleeping by iSommeil SARL,24419328,USD,0,0,0,4+,Medical
中国建设银行,209245184,USD,0,258,2,17+,Finance
Lane Splitter,106458112,USD,0.99,44567,4.5,4+,Games
Ryder Cup 2016 – Hazeltine National Golf Club,116247552,USD,0,3818,2.5,4+,Sports
Noteshelf,117406720,USD,9.99,7562,4.5,4+,Productivity
The Legend of Spookley the Square Pumpkin,36942848,USD,2.99,120,4.5,4+,Book
BUBBLE BOBBLE DOUBLE,56954817,USD,4.99,206,3,4+,Games
Paprika Recipe Manager,10432512,USD,4.99,1755,4.5,17+,Food & Drink
ToonCamera,29494272,USD,1.99,1037,4.5,4+,Photo & Video
Sonic The Hedgehog 4™ Episode I,124710912,USD,2.99,4755,4,9+,Games
Cisco AnyConnect,46872576,USD,0,825,3.5,4+,Business
GroupMe,66864128,USD,0,28260,4.5,4+,Social Networking
招商银行,154910720,USD,0,306,3.5,12+,Finance
Jenga,97562624,USD,0,32527,4.5,4+,Games
"Zappos: shop shoes & clothes, fast free shipping",70325248,USD,0,103655,5,4+,Shopping
"Printer Pro - Print photos, pdf and emails",98820096,USD,6.99,15981,4.5,4+,Productivity
Sephora Makeup & Beauty App – Insider Tips & Style,147001344,USD,0,15593,4.5,4+,Shopping
欧路英语词典 Eudic 增强版,152671232,USD,2.99,206,4,17+,Reference
爱奇艺 - 电视剧电影综艺娱乐视频播放器,235160576,USD,0,786,3.5,17+,Entertainment
Mathmateer®,26029056,USD,1.99,1207,4.5,4+,Education
Battleheart,275481600,USD,2.99,6879,4.5,9+,Games
Youku HD,145140736,USD,0,5683,4,12+,Entertainment
Bowitter for iPhone,3174400,USD,0.99,0,0,4+,Social Networking
Need for Speed™ Hot Pursuit,1269152768,USD,4.99,5059,4,4+,Games
Instant Heart Rate+: Heart Rate & Pulse Monitor,189514752,USD,4.99,10158,4.5,4+,Health & Fitness
去哪儿旅行-预订机票酒店火车票特价旅游自由行,131723264,USD,0,291,4,17+,Travel
NOAA Hurricane Center,8069120,USD,1.99,31,3,4+,Weather
CVS Pharmacy,129167360,USD,0,35981,4,12+,Shopping
Age of Zombies™,53805056,USD,0.99,14493,4.5,12+,Games
AVPlayer,39790592,USD,2.99,853,4,17+,Entertainment
土豆视频HD—高清影视综艺视频播放器,68668416,USD,0,990,3,12+,Entertainment
土豆（短视频分享平台）,88601600,USD,0,676,3,12+,Entertainment
Spider Solitaire Free by MobilityWare,91588608,USD,0,128739,4.5,4+,Games
The Calculator,71177216,USD,2.99,1556,4.5,4+,Utilities
Game Dev Story,191455232,USD,4.99,12331,4.5,4+,Games
French Words for Kids - Learn Letter Sounds,35518464,USD,3.99,22,4.5,4+,Education
Death Worm,29303808,USD,0.99,6527,4,12+,Games
Cartoon Wars 2: Heroes,42482779,USD,0.99,13049,4.5,12+,Games
MSNBC,92997632,USD,0,3692,3.5,12+,News
Super Stickman Golf,88879104,USD,2.99,41446,4.5,4+,Games
Black Friday 2017 Ads App - BlackFriday.fm,23296000,USD,0,8221,4.5,4+,Shopping
Hotel Dash Deluxe,50085888,USD,0.99,36190,4.5,4+,Games
Backbreaker 2: Vengeance,83214336,USD,0.99,14491,4.5,4+,Games
The Calculator - Free and Easy Calculating!,84945920,USD,0,99244,4.5,4+,Utilities
出会い系アプリ i-Mail（アイメール）,3833856,USD,0,0,0,17+,Social Networking
Angry Birds Seasons HD,710486016,USD,0,75714,4,4+,Games
Gravity Guy,22577152,USD,0.99,35161,4.5,9+,Games
"Fooducate - Lose Weight, Eat Healthy,Get Motivated",48590848,USD,0,11875,4.5,4+,Health & Fitness
招商银行信用卡掌上生活,160764928,USD,0,122,2.5,17+,Finance
myChevrolet,85515264,USD,0,1083,2,17+,Lifestyle
Puzzle Quest 2,1319796736,USD,2.99,1575,3.5,12+,Games
Mountain Biker,165394432,USD,1.99,24,3.5,4+,Games
Yurekuru Call,56609792,USD,0,53,4,4+,Weather
Stratego® Single Player,195406848,USD,2.99,739,3.5,4+,Games
Text Free: Free Texting + Calling + MMS,136184832,USD,0,100477,4,4+,Lifestyle
腾讯新闻-头条新闻热点资讯掌上阅读软件,114878464,USD,0,718,4,12+,News
Merriam-Webster Dictionary,155593728,USD,0,16849,4.5,4+,Reference
中国银行手机银行,251711488,USD,0,192,1.5,4+,Finance
Learn English quickly with MosaLingua,51665920,USD,4.99,7,5,12+,Education
Reiner Knizia's Ra,34992128,USD,3.99,1114,4.5,4+,Games
Guitar Pro,34405376,USD,6.99,1218,4,4+,Music
Flick Golf!,59663360,USD,0.99,9948,4.5,4+,Games
DirectVR Remote for DirecTV,7497728,USD,0.99,528,4,4+,Utilities
World of Goo,119131136,USD,4.99,4675,4.5,4+,Games
Airbnb,243776512,USD,0,22302,4,4+,Travel
UPAD 3,34397184,USD,5.99,3849,4,4+,Productivity
Tagesschau,83928064,USD,0,233,4,12+,News
iExit Interstate Exit Guide,9784320,USD,0,1798,4.5,4+,Travel
Genius Scan+ - PDF Scanner,43338752,USD,7.99,916,4.5,4+,Business
iSafe Pro,95949824,USD,0.99,2956,4.5,17+,Utilities
NBA JAM by EA SPORTS™,410202112,USD,4.99,21648,4,4+,Games
iHandy Translator Pro,30382080,USD,2.99,5163,4.5,4+,Reference
AR Missile - Automatic Target Tracking,17178624,USD,0.99,49,4.5,4+,Entertainment
"QuakeFeed Earthquake Map, Alerts, and News",70262784,USD,0,6081,4.5,4+,Weather
Dungeon Raid,11911065,USD,0.99,4401,5,9+,Games
Badoo Premium - Meet new people. Extra features.,157370368,USD,2.99,2231,4.5,17+,Social Networking
Fruit Ninja®,163801088,USD,0,327025,4.5,4+,Games
LEGO Harry Potter: Years 1-4,475697678,USD,4.99,10463,4,9+,Games
Rat On A Skateboard,9458688,USD,1.99,28672,4.5,4+,Games
iTrackBites Plus - Smart Weight Loss Tracker & Points Calculator for Diet Nutrition Watchers,67922944,USD,3.99,4716,4.5,12+,Health & Fitness
Pocket God: Journey To Uranus,118435840,USD,1.99,6278,3.5,9+,Games
ファッション通販 ZOZOTOWN,43611136,USD,0,0,0,4+,Shopping
Bloons TD 4,23447492,USD,2.99,8304,4.5,4+,Games
Cartoon Network App – Teen Titans Go! And more!,101873664,USD,0,15984,3,9+,Entertainment
SkyView® - Explore the Universe,93429760,USD,1.99,5079,4.5,4+,Education
Coach Guitar - Lessons & Easy Tabs For Beginners,132141056,USD,0,2416,4.5,4+,Music
Lobi,38540288,USD,0,36,4,17+,Social Networking
MONOPOLY for iPad,979909632,USD,4.99,8165,3.5,4+,Games
"聚力视频HD-人民的名义,跨界歌王全网热播",90725376,USD,0,7446,4,12+,Entertainment
Eden - World Builder,122429440,USD,0.99,26419,4,9+,Games
"Holiday Greetings - 3D Animations, Emoji, Emoticons, Sounds & Videos for Special Occasions",12783616,USD,0.99,208,4,17+,Entertainment
Puffin Browser Pro,63474688,USD,3.99,7565,3.5,17+,Utilities
8mm Vintage Camera,22227968,USD,1.99,3040,4.5,4+,Photo & Video
GasBuddy,145240064,USD,0,145549,4.5,17+,Travel
Paprika Recipe Manager for iPhone,10426368,USD,4.99,835,4.5,17+,Food & Drink
BillMinder - Bill Reminder and Organizer,4278742,USD,1.99,4262,4.5,4+,Finance
myCardLists Christmas Card Address Label Printing,21371904,USD,1.99,219,4,4+,Utilities
Capital One Mobile,273259520,USD,0,56110,4.5,4+,Finance
HotelTonight - Great Deals on Last Minute Hotels,79332352,USD,0,32341,4.5,12+,Travel
The 7th Guest,655987075,USD,4.99,1419,4,12+,Games
Stack the Countries®,188030976,USD,2.99,3303,4.5,4+,Education
"腾讯视频HD-楚乔传,明日之子6月全网首播",123563008,USD,0,2058,4,17+,Entertainment
Secret of Mana,192136192,USD,7.99,990,4,9+,Games
AVPlayerHD,39835648,USD,2.99,1986,4,17+,Entertainment
SimplePhysics,8773632,USD,1.99,8981,4.5,9+,Games
Hot Springs Story,183409664,USD,4.99,554,4.5,4+,Games
The Guardian,92966912,USD,0,8176,5,12+,News
Annabel Karmel's Baby & Toddler Recipe App,104406016,USD,4.99,53,2,4+,Food & Drink
SecurityCam for iPhone,10469376,USD,0.99,6,1,4+,Photo & Video
La Banque Postale,23792640,USD,0,8,3,4+,Finance
"My Score Plus Weight Loss, Food & Exercise Tracker",60144640,USD,0,467,4,4+,Health & Fitness
爱奇艺HD -《欢乐颂2》电视剧热播,154600448,USD,0,2394,4,17+,Entertainment
Quit Pro,33914880,USD,0.99,287,4.5,12+,Health & Fitness
Splice - Video Editor + Movie Maker by GoPro,123070464,USD,0,28189,4.5,4+,Photo & Video
Localscope - Find places and people around you,13852672,USD,2.99,868,4.5,12+,Navigation
Slingo Supreme HD,60013568,USD,0.99,4094,4.5,4+,Games
VLC Streamer,82395136,USD,2.99,3152,4.5,4+,Entertainment
Low Carb Diet Tracker PRO by Carb Manager,57810944,USD,2.99,2950,4.5,4+,Health & Fitness
NOAA Weather Radio,14232576,USD,3.99,3245,4,4+,Weather
Mad Skills Motocross,16949248,USD,0.99,9341,4.5,12+,Games
Pearson eText,21079040,USD,0,981,2.5,4+,Education
QWOP for iOS,27227934,USD,0.99,735,4,4+,Games
"Sleep Pillow Sounds: white noise, rain, ocean, fan",124150784,USD,2.99,15116,4.5,4+,Health & Fitness
Microsoft OneNote,233533440,USD,0,39638,4.5,4+,Productivity
PlayStation®App,20168704,USD,0,7256,3,12+,Entertainment
Scan - QR Code and Barcode Reader,10058752,USD,1.99,12590,4.5,4+,Utilities
Carnivores: Ice Age Pro,198701056,USD,2.99,13258,4.5,12+,Games
花しらべ 花認識/花検索,813500416,USD,6.99,0,0,4+,Reference
Fighter Verses - memorize bible verses,13778944,USD,2.99,331,4.5,4+,Reference
Schoology,120382464,USD,0,1777,3,4+,Education
iDarkroom,29369344,USD,0.99,554,4.5,4+,Photo & Video
"GolfNow – Book Tee Times, Golf GPS, Scorecard",75874304,USD,0,7535,4,4+,Sports
Hudl,233934848,USD,0,2622,3.5,4+,Sports
"乐视视频HD-白鹿原,欢乐颂,奔跑吧全网热播",136668160,USD,0,2340,4,17+,Entertainment
TEDiSUB - Enjoy TED Talks with Subtitles,44099584,USD,0,823,4.5,12+,Entertainment
SkyDroid - Golf GPS,25606144,USD,1.99,261,4,4+,Sports
Verbrechen - echte Polizeifälle aus Deiner Umgebung,8161280,USD,1.99,0,0,4+,News
Legendary Wars,247508992,USD,0.99,29739,4.5,9+,Games
ナビタイム ドライブサポーター - NAVITIMEのカーナビアプリ,125665280,USD,0,0,0,4+,Navigation
Weather Radio by WDT,22879232,USD,4.99,1359,3,4+,Weather
Home Design 3D - 3D Printing Edition,210538496,USD,6.99,6001,4.5,4+,Productivity
マクドナルド - McDonald's Japan,61166592,USD,0,10,3,4+,Food & Drink
SkyView® Free - Explore the Universe,87593984,USD,0,4188,4.5,4+,Education
搜房网房天下-新房二手房租房交易平台,156446720,USD,0,89,4,4+,Lifestyle
WordFoto,5800960,USD,1.99,513,4,4+,Photo & Video
IRS2Go,10110976,USD,0,1329,3,17+,Finance
手机京东-首次购买可领取188元优惠券,242618368,USD,0,361,3.5,17+,Shopping
搜狐视频HD-欢乐颂2 全网首播,79696896,USD,0,3768,4,17+,Entertainment
WeChat,182624256,USD,0,34584,4.5,12+,Social Networking
QQ音乐-来这里“发现・音乐”,154551296,USD,0,745,3.5,4+,Music
Google Translate,65281024,USD,0,26786,3.5,4+,Reference
Pocket Casts,48323584,USD,3.99,1911,4,9+,News
The Lost City,106427392,USD,1.99,1393,4.5,4+,Games
Tasty Planet,22515712,USD,2.99,430,4.5,9+,Games
Feed the Head,18358272,USD,1.99,193,4.5,4+,Games
ContactsBook -AddressBook Organizer,7100416,USD,0.99,7,4.5,4+,Utilities
安居客-二手房、新房、租房的找房助手,107184128,USD,0,84,4.5,4+,Lifestyle
"汽车之家-提供新车,二手车报价及资讯",54815744,USD,0,116,4,17+,Lifestyle
